Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
coarse grinder,7,7,90,7,0.25,https://munchmakers.com/blog/your-ultimate-guide-to-coarse-weed-grinders-the-boomers-experience/,1,0.03,0.00,0.3,15200000,"[19,11,100,34,19,19,26,26,26,80,19,15]",2025-08-20,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
licorice rolling papers,2,2,50,12,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,52,"[45,45,45,0,45,36,0,63,45,36,36,81]",2025-08-18,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
tobacco grinder with handle,6,6,90,14,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0.1,1080000,"[0,19,100,100,52,42,52,0,0,52,0,42]",2025-09-02,"Image pack, Video, Image, People also ask, Related searches",commercial,People also ask
can u smoke the warning raw paper,3,3,40,21,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,64,"[0,0,0,0,63,0,0,63,100,81,81,81]",2025-09-06,"Sitelinks, Video, People also ask, Related searches",,Organic
i smoked the raw warning paper,1,1,50,22,0.00,https://www.munchmakers.com/custom-rolling-papers/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,53,"[27,18,18,63,100,45,18,18,100]",2025-08-24,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
i smoked the raw warning paper,2,2,50,22,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,53,"[27,18,18,63,100,45,18,18,100]",2025-08-24,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
can you smoke the warning paper in raw pack,1,1,50,21,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,3460000,"[52,42,19,52,9,23,33,33,9,9,9,14]",2025-11-16,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
can you smoke the warning paper in raw pack,4,4,50,21,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,3460000,"[52,42,19,52,9,23,33,33,9,9,9,14]",2025-11-16,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
12 inch blunt wraps,1,1,50,1,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,238000,"[8,8,8,1,5,3,5,1,1,3,2,2]",2025-08-20,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",People also ask
boomers grinders,13,13,210,2,0.00,https://munchmakers.com/de/blog/ultimate-guide-to-choosing-the-perfect-marijuana-grinder-features-benefits-boomers-grinders-explained/,1,0.03,0.00,0,72,"[53,28,23,17,17,43,53,35,66,82,100,66]",2025-09-07,"Image pack, Sitelinks, Video, Related searches",commercial,Organic
smell proof joint case,15,15,390,22,0.00,https://munchmakers.com/product/custom-square-joint-case,1,0.03,0.00,0,84,"[81,66,54,81,81,54,66,35,81,81,44,66]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ace rolling,2,2,50,18,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0.01,10,"[18,3,3,8,8,3,3,3,3,18,18,3]",2025-11-17,"Knowledge panel, Image pack, Video, People also ask, Popular products, Related searches",informational,People also ask
gifts for smoking meat,2,2,110,4,1.16,https://munchmakers.com/blog/gifts-for-smokers-ultimate-guide-with-50-perfect-presents-for-every-type-of-smoker/,1,0.03,1.00,1,15900000,"[0,1,1,1,25,37,1,2,1,1,1,2]",2025-09-05,"Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
best weed grinder brands,4,4,90,50,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,6020000,"[64,52,64,52,64,100,52,29,52,29,52,41]",2025-08-27,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
munchmakers grinders,2,2,50,24,0.00,https://munchmakers.com/,1,0.03,0.00,0,38,"[57,100]",2025-08-19,"Image pack, Sitelinks, Image, People also ask",informational,Organic
logo lighters,4,4,210,34,2.10,https://munchmakers.com/product/official-bic-logo-lighters-single-imprint,1,0.03,2.00,1,13400000,"[11,11,11,26,100,5,14,14,14,11,14,11]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Image pack
logo lighters,4,4,210,34,2.10,https://munchmakers.com/product/official-bic-logo-lighters-full-color,1,0.03,2.00,1,13400000,"[11,11,11,26,100,5,14,14,14,11,14,11]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Image pack
custom roll trays,21,21,1300,6,0.00,https://munchmakers.com/product-category/custom-rolling-trays/,1,0.03,0.00,0,10300000,"[16,12,23,35,2,16,16,16,12,12,1,8]",2025-11-18,"Knowledge panel, Sitelinks, Video, Image, Popular products",informational,Organic
wikiti grinder,3,3,210,34,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0,98,"[7,7,5,5,5,5,5,7,3,5,100,100]",2025-08-26,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",transactional,People also ask
pot grinder kief,6,6,90,2,0.00,https://munchmakers.com/blog/the-ultimate-guide-to-weed-grinders-with-kief-catchers-2/,1,0.03,0.00,0,10,"[35,64,35,64,50,64,78,100,78,64,64,78]",2025-11-14,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
zinc grinder,1,1,40,0,0.00,https://munchmakers.com/blog/zinc-vs-aluminum-which-grinder-is-best-for-your-dispensary/,1,0.03,0.00,0.83,4730000,"[11,7,15,15,15,42,11,11,11,15,11,7]",2025-08-30,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
cool grinders,25,25,1000,17,0.00,https://munchmakers.com/blog/unleash-the-power-of-cool-the-ultimate-guide-to-stylish-weed-grinders/,1,0.03,0.00,0,14200000,"[52,52,68,68,46,46,52,52,52,46,46,37]",2025-10-11,"Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
ceramic herb grinder,9,9,260,4,0.60,https://munchmakers.com/blog/revolutionizing-weed-grinders-the-power-of-ceramic-coating/,1,0.03,0.00,0.77,1310000,"[44,35,35,54,100,44,35,28,28,35,28,18]",2025-09-10,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
where can i find a grinder,1,1,70,34,0.00,https://www.munchmakers.com/5-tips-for-choosing-the-perfect-weed-grinder/,1,0.03,0.00,0.02,80400000,"[81,63,45,45,63,63,45,63,27,63,63,100]",2025-09-02,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,People also ask
customize ashtray,3,3,30,0,0.60,https://munchmakers.com/product-category/custom-ashtrays/,1,0.03,0.00,1,430000,"[11,11,15,3,19,19,11,11,7,7,15,15]",2025-08-30,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
randys rolling papers,6,6,170,13,0.00,https://munchmakers.com/blog/healthiest-rolling-papers-2025-top-brands-for-a-better-smoking-experience/,1,0.03,0.00,0,97,"[66,54,81,66,43,35,8,43,29,22,2,0]",2025-08-30,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches","informational, transactional",People also ask
xl herb grinder,6,6,50,4,0.00,https://munchmakers.com/product/custom-big-grinder,1,0.03,0.00,0,762000,"[100,100,71,71,71,71,71,71,71,71,71,28]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
personalised herb grinder,7,7,70,5,4.51,https://munchmakers.com/,1,0.03,4.00,0.02,57,"[0,0,0,32,2,2,17,26,9,0,0,0]",2025-09-02,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
how to roll with raw,3,3,50,19,0.00,https://munchmakers.com/blog/everything-you-need-to-know-about-raw-rolling-papers-features-benefits-and-buying-tips/,1,0.03,0.00,0,309000000,"[45,45,45,45,45,45,63,63,63,63,18,100]",2025-08-23,"Image pack, Image, People also ask, Discussions and forums",informational,People also ask
pocket grinder,5,5,50,0,0.00,https://munchmakers.com/blog/top-pocket-weed-grinder-options-of-2025-compact-efficient-choices/,1,0.03,0.00,0.8,12600000,"[42,7,7,7,65,7,42,7,11,7,7,7]",2025-09-06,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
electric weed,1,1,110,41,0.78,https://www.munchmakers.com/grinder-guides/mastering-the-grind-a-complete-guide-to-electric-weed-grinders/,1,0.03,0.00,0.99,420000000,"[34,43,28,28,21,21,21,28,34,43,65,43]",2025-08-29,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",People also ask
backroll joint,10,10,50,17,0.00,https://munchmakers.com/blog/how-to-roll-a-joint/,1,0.03,0.00,0,72,"[29,29,0,29,52,0,64,41,41,64,41,52]",2025-09-05,"Image pack, Sitelinks",informational,Organic
best cig rolling machine,3,3,210,24,0.00,https://munchmakers.com/blog/roll-like-a-pro-the-ultimate-guide-to-choosing-the-best-rolling-machine-for-your-smoking-experience/,1,0.03,0.00,0,638000,"[44,44,28,44,18,23,44,44,81,35,8,18]",2025-10-31,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,People also ask
cigarette rolling machine electric,8,8,210,24,0.00,https://pt.munchmakers.com/blog/roll-your-own-the-ultimate-guide-to-choosing-the-best-cigarette-rolling-machine-d7cea0/,1,0.03,0.00,0,89,"[1,3,0,0,0,2,2,29,2,3,4,4]",2025-09-08,"Image pack, Video, Image, People also ask, Related searches",commercial,People also ask
ash tray weed,6,6,140,10,0.35,https://munchmakers.com/blog/the-ultimate-buyers-guide-to-weed-ashtrays-finding-the-perfect-ashtray-for-your-needs/,1,0.03,0.00,0.97,713000,"[23,12,5,54,44,44,44,2,2,4,2,2]",2025-09-09,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,People also ask
